# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.66056183752881,1.0,0.0,0,3.0,0,0.0,0.0,0.08828057698671715
 0.08049360232001121,1.6702806675504882,1.0,0.0,0.24148080696003363,3.0,0,0.0071060216565499434,0.0,0.6420704103179738
 0.11369392194835015,1.6799512993608063,1.0,0.0,0.34108176584505046,3.0,0,0.02842296450300541,0.0,1.3997301890809846
 0.13907345446189145,1.6895739761327557,1.0,0.0,0.41722036338567436,3.0,0,0.06394746234697157,0.0,2.332836573450306
 0.16038932531087685,1.6991489410393275,1.0,0.0,0.48116797593263055,3.0,0,0.11367390545842793,0.0,3.4164694407864693
 0.17909885487201857,1.7086764372535126,1.0,0.0,0.5372965646160557,2.9999999999999987,0,0.1775944414555597,0.0,4.63484421798318
 0.1959504536347431,1.7181567079483024,1.0,0.0,0.5878513609042293,3.000000000000003,0,0.25569897654474594,0.0,5.976881668135197
 0.21138930715290535,1.727589996296688,1.0,0.0,0.634167921458716,2.9999999999999964,0,0.34797517711447457,0.0,7.434278340027507
 0.2257058675102777,1.7369765454716606,1.0,0.0,0.6771176025308331,2.9999999999999982,0,0.45440847168298437,0.0,9.000521784964386
 0.23910215545856994,1.7463165986462112,1.0,0.0,0.7173064663757098,3.000000000000004,0,0.5749820531992444,0.0,10.670329542084895
 0.2517254608556991,1.7556103989933312,1.0,0.0,0.7551763825670973,3.0000000000000044,0,0.7096768816969912,0.0,12.43930337043799
 0.2636871279340994,1.7648581896860112,1.0,0.0,0.7910613838022982,3.0,0,0.8584716873013931,0.0,14.303703185818572
 0.27507377964033936,1.774060213897243,1.0,0.0,0.8252213389210182,3.0000000000000098,0,1.0213429735877444,0.0,16.260292310272558
 0.285954398778555,1.7832167148000173,1.0,0.0,0.8578631963356651,2.999999999999995,0,1.1982650212918766,0.0,18.30622756395236
 0.2963849951650897,1.7923279355673254,1.0,0.0,0.8891549854952692,2.9999999999999947,0,1.3892098923715201,0.0,20.438978811130102
 0.3064117946417297,1.8013941193721583,1.0,0.0,0.9192353839251892,3.000000000000011,0,1.594147434418015,0.0,22.656268561019267
 0.3160734849774625,1.8104155093875074,1.0,0.0,0.9482204549323878,3.0000000000000115,0,1.8130452854177825,0.0,24.956025641850154
 0.3254028388091227,1.819392348786364,1.0,0.0,0.9762085164273684,3.0000000000000058,0,2.0458688788625867,0.0,27.33634900785622
 0.33442791272351297,1.8283248807417185,1.0,0.0,1.0032837381705393,3.000000000000006,0,2.2925814492080585,0.0,29.79547900548706
 0.3431729504664306,1.837213348426563,1.0,0.0,1.0295188513992921,2.999999999999994,0,2.5531440376793526,0.0,32.33177423785002
 0.35165907494340565,1.8460579950138878,1.0,0.0,1.0549772248302174,3.000000000000013,0,2.827515498423203,0.0,34.94369270257884
 0.3599048264452463,1.8548590636766844,1.0,0.0,1.0797144793357394,3.0000000000000067,0,3.1156525050053507,0.0,37.62977624146347
 0.367926586933801,1.8636167975879439,1.0,0.0,1.1037797608014035,3.000000000000007,0,3.4175095572522762,0.0,40.38863759131275
 0.375738918569661,1.8723314399206576,1.0,0.0,1.1272167557089836,3.0,0,3.7330389884361748,0.0,43.218949502920715
 0.3833548367757182,1.8810032338478164,1.0,0.0,1.1500645103271552,3.000000000000007,0,4.062190972802134,0.0,46.119435522287695
 0.39078603268592016,1.8896324225424117,1.0,0.0,1.172358098057761,2.9999999999999925,0,4.404913533436182,0.0,49.08886212140542
 0.3980430560032624,1.8982192491774346,1.0,0.0,1.1941291680097879,3.000000000000015,0,4.761152550473019,0.0,52.126031934660546
 0.40513546655990323,1.9067639569258759,1.0,0.0,1.2154063996797104,3.000000000000008,0,5.130851769642203,0.0,55.229777908672354
 0.4120719608934967,1.9152667889607273,1.0,0.0,1.2362158826804908,3.0,0,5.513952811151333,0.0,58.398958212687255
 0.4188604787007795,1.9237279884549794,1.0,0.0,1.2565814361023393,3.0,0,5.910395178904928,0.0,61.6324517866581
 0.4255082929492003,1.9321477985816238,1.0,0.0,1.2765248788476016,3.0,0,6.320116270057379,0.0,64.92915442783148
 0.4320220866150565,1.9405264625136511,1.0,0.0,1.29606625984517,2.9999999999999742,0,6.743051384898786,0.0,68.28797533457902
 0.4384080183993317,1.9488642234240532,1.0,0.0,1.3152240551979955,2.999999999999974,0,7.179133737071676,0.0,71.70783404118859
 0.44467177929870233,1.9571613244858208,1.0,0.0,1.3340153378961073,2.9999999999999822,0,7.628294464117432,0.0,75.18765768837329
 0.45081864154235,1.9654180088719448,1.0,0.0,1.3524559246270502,2.999999999999982,0,8.0904626383504,0.0,78.72637858394523
 0.4568535011186896,1.9736345197554168,1.0,0.0,1.370560503356069,3.0000000000000093,0,8.565565278058259,0.0,82.32293201530176
 0.4627809148905614,1.9818111003092276,1.0,0.0,1.3883427446716845,3.0000000000000187,0,9.053527359026623,0.0,85.9762542815868
 0.46860513311853425,1.9899479937063689,1.0,0.0,1.405815399355603,3.0,0,9.55427182638627,0.0,89.68528091842028
 0.47433012806906333,1.9980454431198311,1.0,0.0,1.4229903842071905,3.0000000000000293,0,10.067719606781008,0.0,93.44894509200361
 0.4799596192693682,2.0061036917226054,1.0,0.0,1.439878857808105,2.9999999999999805,0,10.593789620854215,0.0,97.26617614314104
