# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 11.065320551995443,4.035172769853149,1.053818708655644,179.75765734096493,3.050256206836099,2.9999999999999205,0.0061603051061551485,0.0,1.0778750066099068,0.0
 11.068108859677572,4.0266561293543335,1.0538542847637757,179.7606627881262,3.0586211298824892,3.0000000000000795,0.006341726029568413,0.0,1.1126333561059543,0.0
 11.070890785597514,4.018135735713263,1.0538894162484689,179.76375805169894,3.0669669076423163,3.0000000000001594,0.0065218360770819325,0.0,1.1473273964855495,0.0
 11.073666480430196,4.009611285314194,1.0539240906436456,179.76694268242477,3.0752939921403617,3.0,0.0067005855940729196,0.0,1.181945178173757,0.0
 11.07643609310855,4.001082474541385,1.053958295483228,179.77021621277538,3.0836028301754195,2.9999999999998397,0.006877924437083072,0.0,1.2164748203133817,0.0
 11.079199770855883,3.992548999779093,1.0539920183011389,179.77357815716644,3.09189386341742,3.0000000000000804,0.007053789453892421,0.0,1.250904518964418,0.0
 11.081957659217375,3.9840105574115747,1.0540252466313,179.77702801218066,3.100167528501894,3.0,0.007228140130017034,0.0,1.285222549946485,0.0
 11.084709902090701,3.975466843823087,1.054057968007634,179.78056525678437,3.1084242571218748,3.0,0.007400916753732649,0.0,1.3194172849095431,0.0
 11.087456641755846,3.966917555397887,1.054090169964063,179.7841893525757,3.1166644761173106,3.0,0.007572072143908542,0.0,1.353477191178574,0.0
 11.090198018904102,3.9583623885202317,1.0541218400345091,179.7878997440183,3.1248886075620783,3.000000000000081,0.007741558777019691,0.0,1.3866629453986108,0.0
 11.092935608951603,3.949801039574378,1.0541529657528952,179.79169585869687,3.129813796808697,1.7990967095737003,0.007909323310639886,0.0,1.4159412797328679,0.0
 11.09567671760357,3.9412332049445835,1.0541835346531427,179.79557710758942,3.1215904708527953,-3.0,0.008075323691350935,0.0,1.4418237348603833,0.0
 11.09842724641306,3.932658581015105,1.0542135342691745,179.79954288531036,3.1133388844243273,-3.0,0.008239509285755328,0.0,1.4672124361833945,0.0
 11.101187368261165,3.9240768641701993,1.0542429521349128,179.80359257041127,3.105058518880008,-2.9999999999998392,0.008401837545419621,0.0,1.4921009192987917,0.0
 11.103957258143206,3.9154877507941235,1.0542717757842799,179.80772552565062,3.096748849233889,-2.9999999999998397,0.008562262994594727,0.0,1.5164830037209347,0.0
 11.106737093213528,3.9068909372711347,1.0542999927511978,179.81194109828792,3.0884093440229172,-3.0,0.008720745107035997,0.0,1.5403527912284787,0.0
 11.109527052831671,3.8982861199854906,1.0543275905695892,179.81623862037313,3.0800394651684906,-3.0,0.008877238067296362,0.0,1.5637046770767113,0.0
 11.11232731860988,3.8896729953214475,1.0543545567733759,179.8206174090676,3.071638667833865,-3.0,0.009031708174180897,0.0,1.5865333354907216,0.0
