# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,0.0,0.0,0.0,0,3.0,0,180.0,0.0,0.08178787307234388
 0.08688356096854212,0.011323129749861561,0.0,0.0,0.2606506829056263,2.9999999999999996,0,-179.99289397834343,0.0,0.5897082158030708
 0.12303184969032002,0.022705254057332244,0.0,0.0,0.36909554907096004,3.0000000000000004,0,-179.97157703549698,0.0,1.2757955740510252
 0.15087682624182586,0.03414572504520916,0.0,0.0,0.4526304787254775,2.999999999999999,0,-179.936052537653,0.0,2.1103586614767846
 0.17443985560700556,0.04564389483628941,0.0,0.0,0.5233195668210165,2.9999999999999964,0,-179.88632609454157,0.0,3.0677614137529767
 0.1952760704803503,0.057199115553370095,0.0,0.0,0.5858282114410508,3.0,0,-179.82240555854446,0.0,4.131271488920933
 0.21418175975752984,0.06881073931924832,0.0,0.0,0.6425452792725893,2.9999999999999956,0,-179.74430102345525,0.0,5.288815115328218
 0.23162918390784473,0.0804781182567212,0.0,0.0,0.694887551723534,3.0000000000000018,0,-179.65202482288552,0.0,6.531113031259607
 0.2479255324871911,0.09220060448858583,0.0,0.0,0.7437765974615731,3.0,0,-179.545591528317,0.0,7.850720847843384
 0.2632838140836353,0.10397755013763932,0.0,0.0,0.7898514422509058,2.9999999999999982,0,-179.42501794680075,0.0,9.241477524397448
 0.27785884585124493,0.11580830732667877,0.0,0.0,0.8335765375537345,2.999999999999996,0,-179.290323118303,0.0,10.698162419911117
 0.29176729103688254,0.12769222817850132,0.0,0.0,0.8753018731106473,3.0,0,-179.14152831269863,0.0,12.216269068437718
 0.30509961741034036,0.13962866481590402,0.0,0.0,0.9152988522310208,3.0,0,-178.97865702641224,0.0,13.791848934194507
 0.3179276326060005,0.15161696936168398,0.0,0.0,0.9537828978180013,3.0000000000000084,0,-178.80173497870814,0.0,15.421399454860474
 0.3303094447520773,0.16365649393863835,0.0,0.0,0.9909283342562317,3.0,0,-178.61079010762845,0.0,17.101781364806815
 0.34229284798211823,0.1757465906695642,0.0,0.0,1.0268785439463546,3.0000000000000044,0,-178.40585256558197,0.0,18.830156086497887
 0.35391770387785415,0.18788661167725862,0.0,0.0,1.0617531116335623,3.0,0,-178.1869547145822,0.0,20.60393729826922
 0.36521766029270714,0.20007590908451875,0.0,0.0,1.0956529808781212,2.999999999999995,0,-177.9541311211374,0.0,22.420752778247998
 0.37622141974652973,0.2123138350141417,0.0,0.0,1.128664259239589,3.0,0,-177.70741855079194,0.0,24.278413864264987
 0.38695369368864163,0.22459974158892454,0.0,0.0,1.1608610810659248,3.0000000000000053,0,-177.44685596232068,0.0,26.174890668712603
 0.3974359327251496,0.23693298093166437,0.0,0.0,1.1923077981754486,2.9999999999999947,0,-177.17248450157678,0.0,28.108291716599407
 0.4076868938823505,0.24931290516515833,0.0,0.0,1.2230606816470513,2.9999999999999893,0,-176.88434749499464,0.0,30.076847035170836
 0.4177230872337986,0.2617388664122035,0.0,0.0,1.2531692617013954,2.9999999999999947,0,-176.58249044274774,0.0,32.07889397298309
 0.4275591318134425,0.27421021679559704,0.0,0.0,1.2826773954403272,3.0,0,-176.2669610115638,0.0,34.112865204069536
 0.43720804234607885,0.28672630843813596,0.0,0.0,1.311624127038236,2.9999999999999827,0,-175.93780902719786,0.0,36.17727850039508
 0.4466814625379906,0.29928649346261743,0.0,0.0,1.3400443876139714,3.0,0,-175.5950864665638,0.0,38.27072794942763
 0.45598985660636404,0.3118901239918386,0.0,0.0,1.3679695698190917,3.0000000000000058,0,-175.23884744952701,0.0,40.391876363770635
 0.4651426678261173,0.32453655214859645,0.0,0.0,1.3954280034783515,3.000000000000006,0,-174.8691482303578,0.0,42.539448681775426
 0.4741484507730241,0.33722513005568816,0.0,0.0,1.4224453523190719,3.0,0,-174.48604718884866,0.0,44.71222619879854
 0.48301498240110585,0.3499552098359108,0.0,0.0,1.4490449472033173,3.0000000000000187,0,-174.08960482109507,0.0,46.909041499042786
 0.49174935594742547,0.3627261436120615,0.0,0.0,1.4752480678422761,2.999999999999994,0,-173.67988372994262,0.0,49.128773982518666
 0.5003580607970906,0.3755372835069374,0.0,0.0,1.5010741823912714,3.0000000000000067,0,-173.2569486151012,0.0,51.37034590031741
 0.5088470507879131,0.3883879816433355,0.0,0.0,1.526541152363739,2.999999999999987,0,-172.82086626292832,0.0,53.63271882664337
 0.5172218029331022,0.401277590144053,0.0,0.0,1.551665408799306,2.9999999999999867,0,-172.37170553588257,0.0,55.91489050789749
 0.5254873681525797,0.41420546113188705,0.0,0.0,1.5764621044577385,2.9999999999999867,0,-171.9095373616496,0.0,58.21589203899935
 0.5336484153008325,0.42717094672963457,0.0,0.0,1.600945245902497,3.0000000000000138,0,-171.43443472194173,0.0,60.5347853248694
 0.5417092695410783,0.4401733990600929,0.0,0.0,1.6251278086232348,3.0000000000000275,0,-170.94647264097338,0.0,62.8706607915931
 0.5496739459267703,0.45321217024605887,0.0,0.0,1.6490218377803108,3.0,0,-170.44572817361373,0.0,65.2226353168639
 0.5575461789008035,0.46628661241033,0.0,0.0,1.6726385367024104,3.000000000000014,0,-169.93228039321897,0.0,67.58985035398445
 0.5653294483017273,0.4793960776757028,0.0,0.0,1.6959883449051818,3.000000000000014,0,-169.4062103791458,0.0,69.97147022713189
