# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.65,0.5,-0.0032281344392379127,0,3.0,-0.016361312473617818,180.0,0.0,0.10494962699626838
 0.067708879582974,1.6568767385506578,0.4999996125537211,-0.0032281344392379127,0.20312663874892206,3.000000000000001,-0.016361312473617818,-179.99289397834343,-0.23001101238949595,0.7613200962167027
 0.0957088535129755,1.6637402768525171,0.4999984543586949,-0.009668436789757052,0.28712656053892655,2.999999999999999,-0.01632301979910903,-179.97157703549698,-0.2989150389616421,1.6558443311193836
 0.11716286170464559,1.670590703865769,0.49999653163063706,-0.016081362484253504,0.35148858511393677,2.9999999999999996,-0.016283328398603164,-179.936052537653,-0.3535382381016505,2.753298457120188
 0.13522354197083444,1.6774281085506049,0.49999385058526336,-0.02246650356447916,0.40567062591250336,3.000000000000001,-0.016242227387239908,-179.88632609454157,-0.4000803051863325,4.02289735735506
 0.1511127209180047,1.6842525798672154,0.4999904174382894,-0.02882345112682329,0.4533381627540141,2.9999999999999982,-0.016199711160655578,-179.82240555854446,-0.4411642329734064,5.444856666731411
 0.1654573657580491,1.6910642067757917,0.499986238405431,-0.035151795364957404,0.4963720972741473,3.0,-0.016155767350387422,-179.74430102345525,-0.4782088160369804,7.005076866912804
 0.17863012636051695,1.6978630782365247,0.4999813197024038,-0.041451125616602136,0.5358903790815508,2.999999999999996,-0.016110391654224416,-179.65202482288552,-0.5120876491944952,8.69282348305111
 0.1908739381411239,1.7046492832096054,0.4999756675449235,-0.04772103040851303,0.5726218144233717,3.0,-0.016063572932564826,-179.545591528317,-0.5433846977122119,10.499540812794569
 0.20235763858727343,1.7114229106552252,0.4999692881487058,-0.05396109750406157,0.6070729157618202,2.999999999999998,-0.016015302698764403,-179.42501794680075,-0.5725133430301902,12.418174878756707
 0.2132042267383358,1.718184049533575,0.4999621877294664,-0.06017091394689794,0.6396126802150074,3.0000000000000053,-0.01596557523275574,-179.290323118303,-0.599778891231565,14.442755435001905
 0.22350661026023488,1.7249327888048456,0.499954372502921,-0.06635006611270491,0.6705198307807047,3.0000000000000027,-0.015914380588420946,-179.14152831269863,-0.6254143264318826,16.56812226303634
 0.23333701129788034,1.731669217429228,0.49994584868478537,-0.07249813975621923,0.700011033893641,3.0000000000000027,-0.015861714450105154,-178.97865702641224,-0.649602127713698,18.78973755790913
 0.24275289840959918,1.7383934243669137,0.4999366224907752,-0.07861472005830378,0.7282586952287976,3.000000000000003,-0.015807563904203403,-178.80173497870814,-0.6724882761992809,21.103552531238535
 0.25180089498728664,1.7451054985780934,0.4999267001366061,-0.08469939167988981,0.75540268496186,3.000000000000006,-0.015751928961723453,-178.61079010762845,-0.6941916229341468,23.50590967933682
 0.26051944895274465,1.7518055290229582,0.4999160878379939,-0.09075173880681003,0.781558346858234,2.999999999999994,-0.01569479955866349,-178.40585256558197,-0.7148103733039917,25.993469371849002
 0.26894071230425476,1.758493604661699,0.49990479181065417,-0.0967713452067942,0.8068221369127644,3.0000000000000067,-0.015636164017871827,-178.1869547145822,-0.7344267017997369,28.5631535321398
 0.2770918988734418,1.765169814454507,0.49989281827030274,-0.10275779427455657,0.8312756966203256,3.0000000000000067,-0.015576023982834152,-177.9541311211374,-0.7531101215280942,31.21210164251751
 0.28499628715114084,1.7718342473615731,0.4998801734326553,-0.10871066909097972,0.8549888614534227,3.0,-0.015514369279299932,-177.70741855079194,-0.7709199924184006,33.937635835609655
 0.2926739754183318,1.7784869923430886,0.4998668635134274,-0.11462955247171341,0.8780219262549954,2.9999999999999853,-0.015451192650255992,-177.44685596232068,-0.7879074261673914,36.73723281507606
 0.30014246010592405,1.7851281383592443,0.49985289472833494,-0.1205140270192848,0.9004273803177723,3.0000000000000075,-0.015386491434790183,-177.17248450157678,-0.8041167563854812,39.60850099717619
 0.3074170854850232,1.7917577743702313,0.4998382732930935,-0.12636367518304553,0.9222512564550697,2.999999999999985,-0.015320256875777758,-176.88434749499464,-0.8195866866547041,42.549161704495425
 0.31451139804383,1.798375989336241,0.49982300542341884,-0.13217807930721082,0.94353419413149,3.0,-0.015252484836679733,-176.58249044274774,-0.8343512035680436,45.557033546789064
 0.32143742914416207,1.8049828722174637,0.49980709733502665,-0.1379568216917226,0.9643122874324863,3.000000000000016,-0.015183171256850245,-176.2669610115638,-0.84844030622662,48.63001933962158
 0.32820592294358303,1.8115785119740906,0.4997905552436327,-0.1436994846435963,0.9846177688307493,3.000000000000008,-0.0151123089430584,-175.93780902719786,-0.8618805998915203,51.766095065815136
 0.3348265220094064,1.8181629975663134,0.4997733853649526,-0.14940565053808935,1.0044795660282193,3.0,-0.015039893891294558,-175.5950864665638,-0.8746957792054917,54.963300497451954
 0.3413079198478295,1.8247364179543224,0.49975559391470203,-0.15507490187070966,1.0239237595434885,2.9999999999999742,-0.01496592380610533,-175.23884744952701,-0.88690702943843,58.219731180510536
 0.34765798728498326,1.831298862098309,0.49973718710859677,-0.1607068213181294,1.0429739618549496,2.999999999999974,-0.014890389917993942,-174.8691482303578,-0.8985333586978275,61.53353154646264
 0.3538838779803658,1.8378504189584643,0.4997181711623525,-0.16630099179553703,1.0616516339410973,3.000000000000009,-0.014813293347027544,-174.48604718884866,-0.9095918769636627,64.90288896371412
